-1.707655734729304697e+01 8.667897335662532853e-04
-1.657635734729304744e+01 2.590011456593298463e-03
-1.607635734729304744e+01 3.465619001360608752e-03
-1.557615734729304613e+01 4.739963165296969504e-03
-1.507655734729304875e+01 8.207151375647966929e-03
-1.457635734729304922e+01 1.774159762888753017e-02
-1.407635734729304922e+01 4.742058176640748940e-02
-1.377635734729304495e+01 9.920334391394744489e-02
-1.367635734729304708e+01 1.256007961064270484e-01
-1.357615734729304613e+01 1.598588724905018466e-01
-1.347655734729304733e+01 1.943783672060570844e-01
-1.337635734729304637e+01 2.406467548784811117e-01
-1.327635734729304495e+01 2.860291715291379822e-01
-1.317615734729304755e+01 3.431765179986121517e-01
-1.297635734729304779e+01 4.583892286177239650e-01
-1.287635734729304637e+01 5.225193912228097703e-01
-1.277615734729304542e+01 5.818438369998848447e-01
-1.267655734729304662e+01 6.398468301348604337e-01
-1.257635734729304922e+01 6.923550294200011557e-01
-1.247635734729304779e+01 7.477434317736013636e-01
-1.237615734729304684e+01 7.848730061126534263e-01
-1.227655734729304449e+01 8.219212005651722608e-01
-1.217635734729304708e+01 8.536515407705992375e-01
-1.207635734729304922e+01 8.849205810027105379e-01
-1.197615734729304826e+01 9.039456024870246020e-01
-1.187655734729304591e+01 9.156044356946931861e-01
-1.177635734729304495e+01 9.341854607982276182e-01
-1.167635734729304708e+01 9.393745182133995675e-01
-1.157615734729304613e+01 9.510626346494527317e-01
-1.147655734729304733e+01 9.529034134412601720e-01
-1.137635734729304637e+01 9.588971123435500177e-01
-1.127635734729304495e+01 9.610753252136391422e-01
-1.117615734729304400e+01 9.675868323597992537e-01
-1.107655734729304875e+01 9.684408001707802693e-01
-1.097635734729304779e+01 9.712651570076726859e-01
-1.087635734729304637e+01 9.723247499884279943e-01
-1.077615734729304542e+01 9.723421353239052323e-01
-1.067635734729304708e+01 9.740592816887452265e-01
-1.057635734729304922e+01 9.777303760825529766e-01
-1.047635734729304779e+01 9.781672162073007382e-01
-1.037615734729304684e+01 9.811955976816266745e-01
-1.027655734729304449e+01 9.781672162073007382e-01
-1.017635734729304708e+01 9.811955976816266745e-01
-1.007635734729304922e+01 9.822817710257093493e-01
-9.976157347293048261e+00 9.854993592337504271e-01
-9.476357347293046018e+00 9.863724483670693877e-01
-8.976357347293046018e+00 9.922163404082463556e-01
-8.476357347293046018e+00 9.995553640316888755e-01
-7.976157347293046485e+00 1.000716960702932035e+00
-7.476357347293047795e+00 1.002195813100271948e+00
-6.976357347293047795e+00 1.005342841906809781e+00
-6.476357347293047795e+00 1.005342841906809781e+00
-5.976157347293044708e+00 1.006373509282913803e+00
-5.476357347293047795e+00 1.006205797135914404e+00
-4.976357347293047795e+00 1.006205797135914404e+00
-4.476357347293047795e+00 1.002616626978839243e+00
-3.976157347293044708e+00 1.002616626978839243e+00
-3.476557347293047329e+00 1.002616626978839243e+00
-2.976357347293047795e+00 9.993955914766518012e-01
-2.476357347293047795e+00 1.000099432271860378e+00
-1.976157347293044708e+00 1.000099432271860378e+00
-1.476557347293047329e+00 1.001310276983121028e+00
-9.763573472930477948e-01 1.000099432271860378e+00
-4.763573472930477948e-01 1.000099432271860378e+00
2.384265270695529182e-02 9.993638897925449793e-01
5.234426527069526713e-01 9.993638897925449793e-01
1.023642652706952205e+00 9.993638897925449793e-01
